STID,Station Name,State,TimeZone,DayTimeSaving,Latitude,Longitude,Elevation
KMAO,Marion County Airport,SC,E,y,34.1812,-79.3347,92
KMBG,Mobridge Municipal Airport,SD,C,y,45.55,-100.41,1666.67
KMBL,Manistee County-Blacker Airport,MI,E,y,44.28,-86.25,620.079
KMBS,Saginaw, MBS International Airport,MI,E,y,43.53,-84.08,662.073
KMCB,McComb / Pike County / John E Lewis Field,MS,C,y,31.18,-90.47,413.058
KMCC,McClellan Airfield,CA,P,y,38.667,-121.4,82.021
KMCD,Mackinac Island Airport,MI,E,y,45.86,-84.64,984.252
KMCE,Merced/Macready Fld,CA,P,y,37.29,-120.52,154.199
KMCF,Macdill Air Force Base, Fl.,FL,E,y,27.86,-82.52,13.123
KMCI,Kansas City International Airport,MO,C,y,39.3,-94.73,979.003
KMCK,McCook Municipal Airport,NE,C,y,40.23,-100.58,2578.74
KMCN,Macon, Middle Georgia Regional Airport,GA,E,y,32.71,-83.65,354.003
KMCO,Orlando International Airport,FL,E,y,28.43,-81.32,98.097
KMCW,Mason City Municipal Airport,IA,C,y,43.16,-93.33,1193.9
KMDD,Midland Airpark,TX,C,y,32.033,-102.1,2801.84
KMDH,Carbondale/Murphysboro, Southern Illinois Airport,IL,C,y,37.79,-89.25,419.948
KMDJ,MISSISSIPPI CANYON, ,C,Y,29.478,93.638,0
KMDQ,Huntsville-Madison Co Exec Airport,AL,C,y,34.86,-86.56,754.593
KMDS,Madison Municipal Airport,SD,C,y,44.0164,-97.0856,1718
KMDT,Harrisburg International Airport,PA,E,y,40.21,-76.77,303.15
KMDW,Chicago Midway Airport,IL,C,y,41.79,-87.75,611.877
KMDZ,Medford, Taylor County Airport,WI,C,y,45.1,-90.3,1469.82
KMEB,Laurinburg-Maxton Airport,NC,E,y,34.79,-79.37,219.816
KMEH,Meacham (amos),OR,P,y,45.51,-118.4,3723.1
KMEI,Meridian, Key Field,MS,C,y,32.34,-88.75,312.008
KMEM,Memphis International Airport,TN,C,y,35.04,-89.98,282.152
KMER,Castle Airport,CA,P,y,37.3805,-120.568,191
KMEZ,Mena Intermountain Municipal Airport,AR,C,y,34.55,-93.583,702.1
KMFD,Mansfield Lahm Municipal Airport,OH,E,y,40.83,-82.52,1301.84
KMFE,McAllen, Miller International Airport,TX,C,y,26.18,-98.24,100.066
KMFI,Marshfield Municipal Airport,WI,C,y,44.63,-90.18,1276.25
KMFR,Medford/Jackson Co.,OR,P,y,42.38,-122.87,1299.87
KMFV,Melfa / Accomack Airport,VA,E,y,37.65,-75.77,49.213
KMGC,Michigan City Municipal Airport-Phillips Field,IN,C,y,41.7033,-86.8212,655
KMGE,Marietta / Dobbins Air Force Base,GA,E,y,33.93,-84.52,1009.84
KMGG,Maple Lake Municipal Airport,MN,C,y,45.236,-93.986,1026.9
KMGJ,Montgomery, Orange County Airport,NY,E,y,41.51,-74.26,364.173
KMGM,Montgomery, Dannelly Field,AL,C,y,32.3,-86.4,202.1
KMGN,Harbor Springs Airport,MI,E,y,45.42,-84.91,685.696
KMGR,Moultrie Municipal Airport,GA,E,y,31.085,-83.803,295.276
KMGW,Morgantown Municipal-Hart Field,WV,E,y,39.64,-79.92,1240.16
KMGY,Dayton General Airport South Airport,OH,E,y,39.59,-84.22,961.286
KMHE,Mitchell Municipal Airport,SD,C,y,43.77,-98.04,1302.49
KMHK,Manhattan Regional Airport,KS,C,y,39.16,-96.67,1082.68
KMHN,Mullen / Hooker County,NE,C,y,42.05,-101.067,3261.16
KMHR,Mather Field,CA,P,y,38.58,-121.3,95.144
KMHS,Mount Shasta (amos),CA,P,y,41.33,-122.32,3535.1
KMHT,Manchester Airport,NH,E,y,42.94,-71.43,225.066
KMHV,Mojave,CA,P,y,35.07,-118.16,2785.43
KMIA,Miami International Airport,FL,E,y,25.78,-80.32,35.105
KMIB,Minot Air Force Base,ND,C,y,48.417,-101.35,1630.91
KMIC,Minneapolis, Crystal Airport,MN,C,y,45.08,-93.38,869.423
KMIE,Muncie, Delaware County-Johnson Field,IN,E,y,40.242,-85.396,961.286
KMIV,Millville Municipal Airport,NJ,E,y,39.38,-75.07,69.882
KMIW,Marshalltown Municipal Airport,IA,C,y,42.11,-92.91,971.129
KMJQ,Jackson Municipal Automatic Weather Observing,MN,C,y,43.66,-94.99,1446.85
KMJX,Robert J. Miller Air Park,NJ,E,y,39.9275,-74.2924,82
KMKC,Charles B Wheeler Downtown Airport,MO,C,y,39.12,-94.6,757.874
KMKE,Milwaukee, General Mitchell International Airport,WI,C,y,42.96,-87.9,629.921
KMKG,Muskegon County Airport,MI,E,y,43.18,-86.27,625
KMKJ,Marion / Wytheville,VA,E,y,36.9,-81.35,2559.05
KMKL,Jackson, McKellar-Sipes Regional Airport,TN,C,y,35.61,-88.92,433.071
KMKN,Comanche County Airport,TX,C,y,31.917,-98.6,1387.8
KMKO,Muskogee, Davis Field,OK,C,y,35.66,-95.36,610.236
KMKT,Mankato Automatic Weather Observing / Reporting,MN,C,y,44.23,-93.92,1020.34
KMLB,Melbourne International Airport,FL,E,y,28.11,-80.63,35.105
KMLC,McAlester Regional Airport,OK,C,y,34.89,-95.78,759.843
KMLD,Malad City,ID,M,y,42.18,-112.32,4481.96
KMLE,Millard Airport,NE,C,y,41.196,-96.112,1049.87
KMLF,Milford Municipal,UT,M,y,38.43,-113.02,5039.04
KMLI,Moline, Quad-City Airport,IL,C,y,41.46,-90.52,591.864
KMLJ,Baldwin County Airport,GA,E,y,33.15,-83.233,383.858
KMLP,Mullan Pass Vor,ID,M,y,47.45,-115.67,6027.89
KMLS,Miles City,MT,M,y,46.44,-105.87,2627.95
KMLT,Millinocket Municipal Airport,ME,E,y,45.65,-68.7,408.136
KMLU,Monroe Regional Airport,LA,C,y,32.51,-92.04,132.874
KMMH,Mammoth/June Lakes,CA,P,y,37.64,-118.92,7129.27
KMMK,Meriden Markham Municipal Airport,CT,E,y,41.51,-72.83,101.706
KMML,Marshall / Ryan Automatic Weather Observing,MN,C,y,44.46,-95.82,1177.82
KMMT,McEntire Air National Guard Weather Facility Base,SC,E,y,33.93,-80.8,243.11
KMMU,Morristown Municipal,NJ,E,y,40.8,-74.42,190.289
KMMV,Mcminnville Municipal Airport,OR,P,y,45.19,-123.14,167.323
KMNE,Minden, LA,LA,C,y,32.646,-93.298,278
KMNH,Elbert Mountain,CO,M,y,39.219,-104.641,7060.37
KMNM,Menominee Automatic Weather Observing / Reporting,MI,C,y,45.12,-87.63,626.64
KMNN,Marion Municipal Airport,OH,E,y,40.62,-83.06,994.094
KMNZ,Hamilton Municipal Airport,TX,C,y,31.6659,-98.1486,1299
KMOB,Mobile Regional Airport,AL,C,y,30.68,-88.25,214.895
KMOD,Modesto City/Sham,CA,P,y,37.63,-120.95,97.113
KMOP,Mount Pleasant Municipal Airport,MI,E,y,43.62,-84.74,754.593
KMOT,Minot International Airport,ND,C,y,48.28,-101.28,1714.9
KMOX,Morris Municipal Automatic Weather Observing,MN,C,y,45.57,-95.97,1138.45
KMPO,Pocono Mountains Municipal Airport,PA,C,y,41.14,-75.38,1916.01
KMPV,Barre / Montpelier, Knapp State Airport,VT,E,y,44.21,-72.57,1125.98
KMPZ,Mount Pleasant Muni Airport,IA,C,y,40.95,-91.51,734.908
KMQB,Macomb Muni Airport,IL,C,y,40.52,-90.65,708.661
KMQE,Blue Hill - Milton,MA,E,y,42.21,-71.11,629.921
KMQI,Manteo / Dare County Regional,NC,E,y,35.92,-75.7,13.123
KMQT,Marquette,MI,E,y,46.533,-87.55,1415.03
KMQY,Smyrna,TN,C,y,36.01,-86.5,557.743
KMRB,Martinsburg, Eastern W. Virginia Reg/Shepherdstown,WV,E,y,39.41,-77.98,530.84
KMRF,Marfa,TX,C,y,30.38,-104.02,4833
KMRH,Beaufort, Michael J Smith Field Airport,NC,E,y,34.717,-76.65,9.843
KMRJ,Mineral Point, Iowa County Airport,WI,C,y,42.89,-90.23,1177.82
KMRN,Foothills Regional Airport,NC,E,y,35.82,-81.61,1269.69
KMRX,Morristown Nexrad,TN,E,y,36.167,-83.4,1433.73
KMRY,Monterey Peninsula,CA,P,y,36.59,-121.84,164.042
KMSL,Muscle Shoals, North West Alabama Regional Airport,AL,C,y,34.75,-87.61,540.026
KMSN,Madison, Dane County Regional-Truax Field,WI,C,y,43.14,-89.33,873.031
KMSO,Missoula/Bell Field,MT,M,y,46.92,-114.1,3191.93
KMSP,Minneapolis-St. Paul International Airport,MN,C,y,44.89,-93.22,833.99
KMSS,Massena International-Richards Field,NY,E,y,44.94,-74.85,213.911
KMSV,Monticello Automatic Weather Observing / Reporting,NY,E,y,41.71,-74.8,1404.2
KMSY,New Orleans International Airport,LA,C,y,29.98,-90.25,3.937
KMTC,Selfridge Air National Guard Base,MI,E,y,42.62,-82.84,576.115
KMTH,Marathon Airport,FL,E,y,24.74,-81.05,6.562
KMTJ,Montrose Co. Arpt,CO,M,y,38.51,-107.88,5757.87
KMTN,Baltimore / Martin,MD,E,y,39.34,-76.42,22.966
KMTO,Mattoon/Charleston, Coles County Memorial Airport,IL,C,y,39.48,-88.28,721.785
KMTP,Montauk Airport,NY,E,y,41.08,-71.92,6.562
KMTR,Meeteetse Rim,WY,M,y,44.27,-108.87,
KMTV,Martinsville,VA,E,y,36.63,-80.02,941.601
KMTW,Manitowoc Municipal Automatic Weather Observing,WI,C,y,44.14,-87.67,649.606
KMUI,Muir Army Air Field / Indiantown,PA,E,y,40.44,-76.57,501.969
KMUO,Mountain Home AFB,ID,M,y,43.05,-115.87,2992.13
KMUT,Muscatine,IA,C,y,41.37,-91.15,547.9
KMVE,Montevideo Automatic Weather Observing / Reporting,MN,C,y,44.97,-95.72,1033.46
KMVL,Morrisville-Stowe State Airport,VT,E,y,44.53,-72.61,731.627
KMVN,Mount Vernon Automatic Weather Observing/Reporting,IL,C,y,38.33,-88.87,479.003
KMVY,Marthas Vineyard Airport,MA,E,y,41.41,-70.62,68.898
KMWA,Marion Regional,IL,C,y,37.76,-89,472.441
KMWC,Milwaukee / Timmerman,WI,C,y,43.12,-88.05,734.908
KMWH,Moses Lake/Grant Co,WA,P,y,47.21,-119.32,1195.87
KMWK,Mount Airy / Surry County Airport,NC,E,y,36.46,-80.55,1246.72
KMWL,Mineral Wells Airport,TX,C,y,32.79,-98.07,930.118
KMWM,Windom Municipal Airport,MN,C,y,43.91,-95.11,1345.14
KMWN,Mount Washington,NH,E,y,44.28,-71.3,6266.4
KMWO,Hook Field Municipal Airport,OH,E,y,0,0,
KMWS,Mount Wilson,CA,P,y,34.233,-118.067,5711.94
KMWT,Mount Ida,AR,C,y,34.547,-93.578,1066.27
KMXF,Maxwell Air Force Base / Montgomery,AL,C,y,32.383,-86.367,173.885
KMXO,Monticello Municipal,IA,C,y,42.23,-91.17,849.738
KMYF,San Diego/Montg,CA,P,y,32.83,-117.13,423.228
KMYL,Mc Call,ID,M,y,44.89,-116.1,5019.69
KMYP,Monarch Pass (12,030 feet),CO,M,y,38.497,-106.32,12030.8
KMYR,Myrtle Beach International Airport,SC,E,y,33.69,-78.93,25.919
KMYV,Marysville/Yuba Co.,CA,P,y,39.11,-121.57,62.336
KMZH,Moose Lake Carlton County Airport,MN,C,y,46.417,-92.8,1076.11
KMZZ,Marion Municipal Airport,IN,E,y,40.4899,-85.6798,859
KN60,Garrison,ND,C,y,47.61,-101.4,1925.85
KNAK,Annapolis (U.S. Naval Academy),MD,E,y,38.98,-76.48,6.562
KNBC,Beaufort, Marine Corps Air Station,SC,E,y,32.48,-80.72,48.885
KNBG,New Orleans, Naval Air Station,LA,C,y,29.833,-90.017,-0.984
KNCA,Jacksonville, New River, Marine Corps Air Station,NC,E,y,34.71,-77.43,16.076
KNEL,Lakehurst Naval Air Station,NJ,E,y,40.04,-74.32,111.877
KNEW,New Orleans Lakefront Airport,LA,C,y,30.04,-90.03,8.858
KNFG,Camp Pendleton Mcas,CA,P,y,33.3,-117.35,65.945
KNFL,Fallon Nas,NV,P,y,39.4322,-118.686,3934.05
KNFW,Fort Worth, Naval Air Station,TX,C,y,32.767,-97.45,607.94
KNGP,Corpus Christi, Naval Air Station,TX,C,y,27.683,-97.283,20.013
KNGU,Norfolk, Naval Air Station,VA,E,y,36.94,-76.28,33.136
KNHK,Patuxent River, Naval Air Station,MD,E,y,38.29,-76.4,45.932
KNHZ,Brunswick, Naval Air Station,ME,E,y,43.89,-69.93,68.898
KNID,China Lake (naf),CA,P,y,35.69,-117.68,2220.14
KNIP,Jacksonville, Naval Air Station,FL,E,y,30.23,-81.68,29.856
KNJK,El Centro Naf,CA,P,y,32.83,-115.68,-42.979
KNKT,Cherry Point, Marine Corps Air Station,NC,E,y,34.86,-76.88,36.089
KNKX,Miramar MCAS,CA,P,y,32.88,-117.15,458.99
KNLC,Lemoore Nas/Reeves,CA,P,y,36.3,-119.9,240.157
KNMM,Meridian, Naval Air Station,MS,C,y,32.55,-88.567,270.997
KNPA,Pensacola, Naval Air Station,FL,C,y,30.36,-87.32,33.136
KNQA,Millington Municipal Airport,TN,C,y,35.36,-89.87,294.948
KNQI,Kingsville, Naval Air Station,TX,C,y,27.5,-97.817,56.102
KNQX,Boca Chica Naval Air Station,FL,E,y,24.57,-81.68,22.966
KNRB,Mayport Naval Station,FL,E,y,30.4,-81.42,16.076
KNRS,Imperial Beach/Ream,CA,P,y,32.58,-117.12,20.013
KNSE,Milton, Whiting Field North,FL,C,y,30.72,-87.02,176.837
KNSI,San Nicolas Island,CA,P,y,33.26,-119.45,892.06
KNTD,Pt Mugu Naws,CA,P,y,34.12,-119.12,9.843
KNTU,Virginia Beach, Oceana, Naval Air Station,VA,E,y,36.83,-76.03,25.919
KNUC,Naval Auxiliary Landing Field,CA,P,y,33.03,-118.58,170.932
KNUI,Webster Naval Outlying Field,MD,E,y,38.1489,-76.42,
KNUQ,Moffett Nas/Mtn Vie,CA,P,y,37.43,-122.05,39.042
KNUW,Whidbey Island Nas,WA,P,y,48.36,-122.65,33.136
KNXP,Twentynine Palms,CA,P,y,34.3,-116.17,33.136
KNXX,Willow Grove, Naval Air Station,PA,E,y,40.19,-75.13,334.974
KNYC,New York City, Central Park,NY,E,y,40.783,-73.967,144.029
KNYG,Quantico Marine Corps Air Facility,VA,E,y,38.51,-77.3,13.123
KNYL,Yuma Mcas,AZ,M,n,32.39,-114.37,212.927
KNZY,North Island Nas,CA,P,y,32.71,-117.2,48.885
KO87,Shelter Cove,CA,P,y,40.04,-124.07,68.898
KOAJ,Jacksonville Automatic Weather Observing/Reporting,NC,E,y,34.83,-77.62,95.144
KOAK,Oakland,CA,P,y,37.7,-122.22,6.89
KOBE,Okeechobee County Airport,FL,E,y,27.26,-80.85,34
KOCF,Ocala Municipal Automatic Weather Observing,FL,E,y,29.18,-82.22,88.583
KOCH,Nacogdoches Automatic Weather Observing/Reporting,TX,C,y,31.57,-94.7,354.331
KOCQ,J. Douglas Bake Memorial Airport,WI,C,y,44.8741,-87.9098,604
KOCW,Washington, Warren Field Airport,NC,E,y,35.57,-77.05,39.37
KODO,Odessa-Schlemeyer Field,TX,C,y,31.921,-102.392,2959.32
KODX,Ord, Evelyn Sharp Field Airport,NE,C,y,41.62,-98.95,2070.21
KOEB,Coldwater, Branch County Memorial Airport,MI,E,y,41.93,-85.05,958.005
KOEO,Osceola, L O Simenstad Municipal Airport,WI,C,y,45.31,-92.69,902.231
KOFF,Omaha / Offutt Air Force Base,NE,C,y,41.117,-95.917,1046.92
KOFK,Norfolk, Stefan Memorial Airport,NE,C,y,41.98,-97.43,1549.87
KOFP,Ashland, Hanover County Municipal Airport,VA,E,y,37.7,-77.43,206.693
KOGA,Ogallala, Searle Field Airport,NE,M,y,41.05,-101.8,3274.28
KOGB,Orangeburg Municipal Airport,SC,E,y,33.47,-80.85,196.85
KOGD,Ogden-Hinckley Muni,UT,M,y,41.2,-112.01,4439.96
KOJA,Thomas P Stafford Airport,OK,C,y,35.5448,-98.6685,1605
KOJC,Olathe, Johnson County Executive Airport,KS,C,y,38.85,-94.74,1095.8
KOKB,Oceanside Municipal (was L32),CA,P,y,33.219,-117.349,29.528
KOKC,Oklahoma City, Will Rogers World Airport,OK,C,y,35.41,-97.6,1279.86
KOKK,Kokomo Muni Airport,IN,E,y,40.53,-86.06,830.052
KOKM,Okmulgee Regional Airport,OK,C,y,35.67,-95.95,721.785
KOKV,Winchester Regional,VA,E,y,39.15,-78.15,728.346
KOLD,Old Town / Dewitt Field Airport,ME,E,y,44.95,-68.667,134.843
KOLF,Wolf Point Intl Airport,MT,M,y,48.09,-105.58,1984.91
KOLM,Olympia,WA,P,y,46.98,-122.9,216.864
KOLS,Nogales Intl Airport,AZ,M,n,31.42,-110.85,4055.12
KOLU,Columbus Municipal Automatic Weather Observing,NE,C,y,41.46,-97.35,1479.66
KOLV,Olive Branch Airport,MS,C,y,34.98,-89.79,401.903
KOLY,Olney-Noble Airport,IL,C,y,38.73,-88.18,482.283
KOLZ,Oelwein Municipal Airport,IA,C,y,42.68,-91.96,1076.11
KOMA,Omaha, Eppley Airfield,NE,C,y,41.3,-95.9,981.955
KOMH,Orange County Airport,VA,E,y,38.247,-78.046,465.879
KOMK,Omak Airport,WA,P,y,48.46,-119.52,1253.28
KOMN,Ormond Beach Municipal Airport,FL,E,y,29.3,-81.1,29.528
KONA,Winona Municipal Automatic Weather Observing,MN,C,y,44.09,-91.7,656.168
KONL,O Neill (Baker Field),NE,C,y,42.48,-98.68,2030.84
KONM,Socorro Municipal Airport,NM,M,Y,34.0225,-106.903,4875
KONO,Ontario Municipal,OR,M,y,44.02,-117.01,2189.96
KONP,Newport Municip,OR,P,y,44.58,-124.05,140.092
KONT,Ontario Intl Arpt,CA,P,y,34.06,-117.6,941.601
KONX,Currituck County Airport,NC,E,y,36.3989,-76.0161,
KONZ,Grosse Ile Municipal Airport,MI,E,y,42.1,-83.16,577.428
KOOA,Oskaloosa Municipal Airport,IA,C,y,41.233,-92.483,839.895
KOPF,Miami, Opa Locka Airport,FL,E,y,25.91,-80.28,9.843
KOPN,Thomaston-Upson County Airport,GA,E,y,32.955,-84.263,797.244
KOQT,Oak Ridge,TN,E,y,36.02,-84.23,910.105
KOQU,North Kingstown/Quonset State,RI,E,y,41.61,-71.42,19.685
KORB,Orr,MN,C,y,48.02,-92.87,1302.49
KORC,Orange City,IA,C,y,42.98,-96.07,1414.04
KORD,Chicago/O'Hare,IL,C,y,41.98,-87.9,658.136
KORE,Orange Municipal Airport,MA,E,y,42.58,-72.28,538.058
KORF,Norfolk International Airport,VA,E,y,36.91,-76.2,23.95
KORG,Orange County Airport,TX,C,y,30.067,-93.8,13.123
KORH,Worcester Regional Airport,MA,E,y,42.28,-71.87,985.892
KORL,Orlando Executive Airport,FL,E,y,28.55,-81.33,104.987
KORS,Orcas Island Airport,WA,P,y,48.717,-122.917,26.247
KOSA,Mount Pleasant,TX,C,y,33.096,-94.962,364.173
KOSC,Oscoda-Wurtsmith Airport,MI,E,y,44.46,-83.4,604.003
KOSH,Oshkosh, Wittman Regional Airport,WI,C,y,44.01,-88.57,830.052
KOSU,Columbus, Ohio State University Airport,OH,E,y,40.09,-83.07,928.478
KOTG,Worthington Automatic Weather Observing/Reporting,MN,C,y,43.66,-95.58,1574.8
KOTH,North Bend (awos),OR,P,y,43.43,-124.25,5.906
KOTM,Ottumwa Industrial Airport,IA,C,y,41.11,-92.45,841.864
KOUN,Norman / Max Westheimer,OK,C,y,35.246,-97.472,1184.38
KOVE,Oroville,CA,P,y,39.49,-121.62,187.008
KOVL,Olivia Regional Airport,MN,C,y,44.78,-95.03,1076.11
KOVS,Boscobel Airport,WI,C,y,43.16,-90.68,672.572
KOWA,Owatonna Automatic Weather Observing / Reporting,MN,C,y,44.12,-93.25,1148.29
KOWB,Owensboro / Daviess,KY,C,y,37.76,-87.17,416.667
KOWD,Norwood Memorial Airport,MA,E,y,42.19,-71.17,49.213
KOWY,Owyhee,NV,P,y,41.95,-116.1,5396.98
KOXB,Ocean City Municipal Airport,MD,E,y,38.308,-75.124,13.123
KOXC,Oxford Automatic Weather Observing / Reporting Sys,CT,E,y,41.41,-73.1,728.346
KOXI,Starke County Airport,IN,E,y,41.33,-86.664,685
KOXR,Oxnard,CA,P,y,34.21,-119.2,36.089
KOXV,Knoxville,IA,C,y,41.3,-93.12,928.478
KOZA,Ozona Municipal Airport,TX,C,Y,30.7353,-101.203,2381
KOZR,Cairns Army Air Field / Ozark,AL,C,y,31.283,-85.717,314.961
KOZW,Howell, Livingston County Airport,MI,E,y,42.63,-83.98,961.286
KP28,Medicine Lodge,KS,C,y,37.3,-98.58,1535.1
KP38,Caliente (amos),NV,P,y,37.617,-114.517,4379.92
KP53,Munising,MI,E,y,46.4,-86.65,613.517
KP58,Port Hope,MI,E,y,44.022,-82.793,600.394
KP59,Copper Harbor,MI,E,y,47.45,-87.9,610.236
KP60,Lake Yellowstone,WY,M,y,44.55,-110.42,7770.01
KP68,Eureka (ramos),NV,P,y,39.6014,-116.006,6538.71
KP69,Lowell,ID,P,y,46.15,-115.6,4097.77
KP75,Marquette,MI,E,y,45.93,-85.92,583.99
KP92,Salt Point,LA,C,y,29.6,-91.3,9.843
KPAE,Everett/Paine Field,WA,P,y,47.91,-122.28,620.079
KPAH,Paducah, Barkley Regional Airport,KY,C,y,37.07,-88.77,407.152
KPAM,Tyndall Air Force Base,FL,C,y,30.07,-85.59,22.966
KPAN,Payson Airport,AZ,M,n,34.2568,-111.339,5157
KPAO,Palo Alto Airport,CA,P,y,37.48,-122.12,6.562
KPAT,Pathfinder Hill,WY,M,y,42.56,-106.85,
KPBF,Pine Bluff, Grider Field Airport,AR,C,y,34.18,-91.93,207.021
KPBG,Plattsburgh International Airport,NY,E,y,44.6509,-73.4681,271
KPBH,Phillips / Price County,WI,C,y,45.41,-90.24,1473.1
KPBI,West Palm Beach, Palm Beach International Airport,FL,E,y,26.68,-80.12,20.013
KPCM,Plant City Airport,FL,E,y,28.0002,-82.1642,154
KPCZ,Waupaca Municipal Airport,WI,C,y,44.333,-89.02,826.772
KPDC,Prairie Du Chien Municipal Airport,WI,C,y,43.02,-91.12,659.449
KPDK,Atlanta, DeKalb-Peachtree Airport,GA,E,y,33.88,-84.3,1026.9
KPDT,Pendleton Municipal,OR,P,y,45.69,-118.85,1493.11
KPDX,Portland Intl Arpt,OR,P,y,45.58,-122.6,39.042
KPEA,Pella Muni Airport,IA,C,y,41.4,-92.95,885.827
KPEO,Penn Yan Airport,NY,E,y,42.65,-77.05,902.231
KPEQ,Pecos Municipal Airport,TX,C,y,31.383,-103.5,2611.55
KPEX,Paynesville Municipal Airport,MN,C,y,45.3722,-94.7464,
KPEZ,Pleasanton Municipal Airport,TX,C,y,28.95,-98.52,430
KPFN,Panama City-Bay County Intl Airport,FL,C,y,30.2,-85.68,19.685
KPGA,Page Muni (amos),AZ,M,n,36.94,-111.45,4278.21
KPGD,Punta Gorda, Charlotte County Airport,FL,E,y,26.92,-81.99,22.966
KPGL,Pascagoula / Jackson,MS,C,y,30.4,-88.483,9.843
KPGV,Pitt-Greenville Airport,NC,E,y,35.63,-77.4,26.247
KPHD,New Philadelphia, Harry Clever Field,OH,E,y,40.47,-81.42,892.388
KPHF,Newport News / Williamsburg Intl Airport,VA,E,y,37.14,-76.5,42.651
KPHL,Philadelphia International Airport,PA,E,y,39.87,-75.23,4.921
KPHN,St. Clair County International,MI,E,y,42.92,-82.53,649.606
KPHP,Philip Airport,SD,M,y,44.05,-101.6,2208
KPHX,Phoenix/Sky Harbor,AZ,M,n,33.44,-112.02,1111.88
KPIA,General Downing - Peoria International Airport,IL,C,y,40.66,-89.68,682.087
KPIB,Pine Belt Regional Automatic Weather Observing,MS,C,y,31.47,-89.33,305.118
KPIE,St. Petersburg / Clea,FL,E,y,27.91,-82.69,9.843
KPIH,Pocatello Municipal,ID,M,y,42.93,-112.6,4469.16
KPIL,Port Isabel-Cameron County Airport,TX,C,y,26.159,-97.338,19.029
KPIN,Piney Creek,WY,M,y,44.53,-106.81,
KPIR,Pierre Regional Airport,SD,C,y,44.39,-100.28,1723.1
KPIT,Pittsburgh International Airport,PA,E,y,40.51,-80.22,1149.93
KPKB,Parkersburg, Mid Ohio Valley Regional Airport,WV,E,y,39.36,-81.43,831.037
KPKD,Park Rapids Municipal Airport,MN,C,y,46.91,-95.07,1434.06
KPKV,Calhoun County Airport,TX,C,y,28.65,-96.667,29.528
KPLN,Pellston Regional Airport of Emmet County,MI,E,y,45.58,-84.8,714.895
KPMD,Palmdale Production,CA,P,y,34.63,-118.08,2523.95
KPMP,Pompano Beach Airpark,FL,E,y,26.25,-80.11,19.685
KPMV,Plattsmouth Municipal Airport,NE,C,y,40.9484,-95.9174,0
KPNA,Ralph Wenz Field Airport,WY,M,y,42.783,-109.8,7086.61
KPNC,Ponca City Municipal Airport,OK,C,y,36.73,-97.1,999.016
KPNE,Northeast Philadelphia Airport,PA,E,y,40.09,-75.02,100.066
KPNM,Princeton,MN,C,y,45.56,-93.61,1003.94
KPNS,Pensacola International Airport,FL,C,y,30.47,-87.2,111.877
KPNT,Pontiac Municipal Airport,IL,C,y,40.92,-88.63,659.449
KPOB,Pope Air Force Base,NC,E,y,35.18,-79.02,217.848
KPOC,La Verne/Brackett,CA,P,y,34.11,-117.78,1010.5
KPOE,Fort Polk,LA,C,y,31.05,-93.183,334.974
KPOF,Poplar Bluff Municipal Airport,MO,C,y,36.77,-90.32,479.003
KPOU,Poughkeepsie, Dutchess County Airport,NY,E,y,41.64,-73.88,154.856
KPPA,Perry Lefors Field,TX,C,y,35.613,-100.996,3244.75
KPPF,Parsons, Tri-City Airport,KS,C,y,37.3,-95.5,898.95
KPPO,La Porte Municipal Airport,IN,C,y,41.5725,-86.7345,812
KPPQ,Pittsfield Penstone Municipal Airport,IL,C,y,39.63,-90.78,708.661
KPQI,Presque Isle,ME,E,y,46.69,-68.05,535.105
KPQL,Pascagoula, Lott International Airport,MS,C,y,30.46,-88.53,16.404
KPQN,Pipestone Automatic Weather Observing / Reporting,MN,C,y,43.99,-96.32,1735.56
KPRB,Paso Robles Muni,CA,P,y,35.68,-120.63,799.869
KPRC,Prescott/Love Fld,AZ,M,n,34.65,-112.42,5042
KPRG,Edgar County Airport,IL,C,y,39.7,-87.67,652.887
KPRN,Mac Crenshaw Memorial Airport,AL,C,y,31.8457,-86.6107,451
KPRO,Perry Municipal Airport,IA,C,y,41.828,-94.1598,1013
KPRX,Paris / Cox Field,TX,C,y,33.64,-95.45,561.024
KPSC,Pasco/Tri-Cities,WA,P,y,46.27,-119.12,430.118
KPSF,Pittsfield Municipal Airport,MA,E,y,42.43,-73.29,1193.9
KPSK,Dublin / New River Valley,VA,E,y,37.14,-80.68,2105.97
KPSM,Pease Air Force Base / Portsmouth,NH,E,y,43.09,-70.82,101.706
KPSN,Palestine Municipal Airport,TX,C,y,31.78,-95.706,423.228
KPSO,Stevens Field Airport,CO,M,Y,37.24,-107.03,7664
KPSP,Palm Springs Rgnl,CA,P,y,33.84,-116.5,475.722
KPSX,Palacios Municipal Airport,TX,C,y,28.72,-96.25,16.076
KPTB,Petersburg Automatic Weather Observing / Reporting,VA,E,y,37.19,-77.52,196.85
KPTK,Pontiac, Oakland County International Airport,MI,E,y,42.67,-83.42,1003.94
KPTN,Patterson Memorial,LA,C,y,29.72,-91.33,9.843
KPTT,Pratt Industrial Airport,KS,C,y,37.702,-98.747,1952.1
KPTV,Porterville (awos),CA,P,y,36.04,-119.07,442.913
KPTW,Pottstown Limerick Airport,PA,E,y,40.24,-75.56,291.995
KPUB,Pueblo Memorial(aw),CO,M,y,38.29,-104.52,4684.06
KPUC,Price/Carbon County,UT,M,y,39.62,-110.75,5902.23
